Name,Latitude,Longitude,URL,Location,info,applicationDeadline,percentOfAdmitted,SATT,SATR,SATM,SATW,ACTC,ACTE,ACTM,tuition,in_state,out_state,room,book,undergraduate,category,setting,student_faculty,percentOfWomen
Santa Rosa Junior College,38.4534876,-122.723504199999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Santa Rosa, CA",,,,,,,,,,,"$2,907

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $1,242","Out-of-State Tuition: $6,616",Room and Board: $0,"Books & Supplies: $1,665","34,206number of undergraduates",public,Setting: city,54% Women,
CUNY Medgar Evers College,40.6664919,-73.9576976,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2009/10/30/1531178/2100357_CUNY_Medgar_Evers_College.jpg,"Brooklyn, NY","Medgar Evers, founded in 1969, is a public institution. Its one-acre campus is located in the Central Brooklyn area.",Offers Rolling Admission,"93%
         
          of Applicants Admitted",358-453 SAT Reading,398-463 SAT Math,,,,,,"$6,678

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $5,430","Out-of-State Tuition: $11,640",Room and Board: $0,"Books & Supplies: $1,248","9,092number of undergraduates",public,Setting: city,73% Women,
Modesto Junior College,37.651562,-121.009856,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Modesto, CA",,,,,,,,,,,"$2,304

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $1,104","Out-of-State Tuition: $6,000",Room and Board: $0,"Books & Supplies: $1,200","23,056number of undergraduates",public,Setting: city,57% Women,
Keuka College,42.6152852,-77.0905836,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2007/7/140078/Keuka_AO-05-30-2008-10-04-00.gif,"Keuka Park, NY","Keuka is a church-affiliated college. Founded as a women's college in 1890, it adopted coeducation in 1984. Its 203-acre campus is located in Keuka Park, 50 miles from Rochester.",Offers Rolling Admission,"65%
         
          of Applicants Admitted",,,,,,,,"$41,205

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $25,530","Out-of-State Tuition: $25,530","Room and Board: $3,225","Books & Supplies: $1,500","1,719number of undergraduates",private-non-profit,Setting: town,69% Women,
Pikes Peak Community College,38.764699,-104.786685,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Colorado Springs, CO",,,,,,,,,,,"$4,455

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $2,706","Out-of-State Tuition: $11,101",Room and Board: $0,"Books & Supplies: $1,749","23,811number of undergraduates",public,Setting: suburban,57% Women,
Pennsylvania State University-Penn State Beaver,40.7982133,-77.8599084,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2009/10/30/1531379/3301638_Pennsylvania_State_University_Penn_State_Beaver.jpg,"Monaca, PA",,Offers Rolling Admission,"86%
         
          of Applicants Admitted",1230-1590 SAT Total,420-520 SAT Reading,410-550 SAT Math,400-520 SAT Writing,17-24 ACT Composite,16-22 ACT English,17-24 ACT Math,"$27,884

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $12,474","Out-of-State Tuition: $19,030","Room and Board: $4,140","Books & Supplies: $1,568","1,119number of undergraduates",public,Setting: suburban,49% Women,
Trident Technical College,32.9260729,-80.0326456999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Charleston, SC",,,,,,,,,,,"$5,984

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $3,984","Out-of-State Tuition: $6,868",Room and Board: $0,"Books & Supplies: $2,000","24,132number of undergraduates",public,Setting: city,62% Women,
CUNY Kingsborough Community College,40.5782949,-73.9355957999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Brooklyn, NY",,,,,,,,,,,"$5,148

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $3,900","Out-of-State Tuition: $6,240",Room and Board: $0,"Books & Supplies: $1,248","26,132number of undergraduates",public,Setting: city,56% Women,
Lane College,-33.8145564,151.1698948,http://z2.cheggcdn.com/sites/default/files/2010/03/30/lane_college_pf.png,"Jackson, TN","Lane, founded in 1882, is a church-affiliated, liberal arts college. Its 25-acre campus is located in Jackson, in western Tennessee.","Regular Decision: Aug 1, 2015
			Early Decision: Mar 15, 2015","33%
         
          of Applicants Admitted",,,,,14-17 ACT Composite,11-16 ACT English,15-16 ACT Math,"$16,700

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $7,860","Out-of-State Tuition: $7,860","Room and Board: $1,600","Books & Supplies: $1,200","2,166number of undergraduates",private-non-profit,Setting: city,51% Women,
Montgomery College,39.1547426,-77.2405152999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Rockville, MD",,,,,,,,,,,"$8,070

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $6,870","Out-of-State Tuition: $9,420",Room and Board: $0,"Books & Supplies: $1,200","37,390number of undergraduates",public,Setting: city,54% Women,
Chemeketa Community College,44.9806686,-122.9773529,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Salem, OR",,,,,,,,,,,"$4,950

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $3,600","Out-of-State Tuition: $10,890",Room and Board: $0,"Books & Supplies: $1,350","22,293number of undergraduates",public,Setting: suburban,57% Women,
Mount Olive College,35.2088811,-78.0705649999999,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2007/7/145442/1101062_Mount_Olive_College.jpg,"Mount Olive, NC","Mount Olive, founded in 1951, is a private, church-affiliated, liberal arts college. Its 138-acre campus is located in Mount Olive, 75 miles south of Raleigh.",Offers Rolling Admission,"54%
         
          of Applicants Admitted",400-500 SAT Reading,420-520 SAT Math,,,15-20 ACT Composite,,,"$27,150

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $16,800","Out-of-State Tuition: $16,800","Room and Board: $2,200","Books & Supplies: $1,350","5,109number of undergraduates",private-non-profit,Setting: town,68% Women,
Oregon Health and Sciences University,45.4991591,-122.689216699999,http://z2.cheggcdn.com/sites/default/files/2010/03/30/oregon_health__science_pf.jpg,,,,,,,,,,,,,,,,,,,,,
Ivy Tech Community College,40.383657,-86.8397033,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,,,,,,,,,,,,,,,,,,,,,
University of Dubuque,42.4957207,-90.6949109999999,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2007/10/25/208635/2100265_University_of_Dubuque.jpg,"Dubuque, IA","University of Dubuque is a church-affiliated, liberal arts institution. Founded as a school for prospective pastors in 1852, the College of Liberal Arts was added several years later. Its 56-acre campus is located in a residential area of Dubuque.","Regular Decision: Aug 15, 2015","77%
         
          of Applicants Admitted",390-510 SAT Reading,390-530 SAT Math,,,18-23 ACT Composite,16-22 ACT English,17-24 ACT Math,"$33,460

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $23,540","Out-of-State Tuition: $23,540",Room and Board: $900,Books & Supplies: $900,"1,758number of undergraduates",private-non-profit,Setting: city,36% Women,
Oakton Community College,42.0634845,-87.8807368,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Des Plaines, IL",,,,,,,,,,,"$9,261

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $8,061","Out-of-State Tuition: $9,748",Room and Board: $0,"Books & Supplies: $1,200","25,928number of undergraduates",public,Setting: city,57% Women,
Amarillo College,35.1999371,-101.839115399999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Amarillo, TX",,,,,,,,,,,"$2,576

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $1,008","Out-of-State Tuition: $2,472",Room and Board: $0,"Books & Supplies: $1,568","14,368number of undergraduates",public,Setting: city,61% Women,
Oklahoma City Community College,35.3878014,-97.5699174999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Oklahoma City, OK",,,,,,,,,,,"$3,237

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $2,237","Out-of-State Tuition: $6,851",Room and Board: $0,"Books & Supplies: $1,000","22,578number of undergraduates",public,Setting: city,58% Women,
Texas State Technical College Waco,32.4497787,-99.7137487,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Waco, TX",,,,,,,,,,,"$11,026

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $2,238","Out-of-State Tuition: $6,096","Room and Board: $2,522",Books & Supplies: $976,"6,105number of undergraduates",public,Setting: rural,25% Women,
Oklahoma Panhandle State University,36.5931933,-101.6399552,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2008/1/17/312091/1100587_Oklahoma_Panhandle_State_University.jpg,"Goodwell, OK","Oklahoma Panhandle State, founded in 1909, is a public university. Its 120-acre campus is located in Goodwell, in northwestern Oklahoma.",Offers Rolling Admission,"61%
         
          of Applicants Admitted",340-450 SAT Reading,370-500 SAT Math,,,16-20 ACT Composite,14-19 ACT English,16-19 ACT Math,"$12,514

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $3,465","Out-of-State Tuition: $3,465","Room and Board: $3,744",Books & Supplies: $582,"1,718number of undergraduates",public,Setting: rural,49% Women,
Jefferson Community and Technical College,38.2469113999999,-85.7541674,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Louisville, KY",,,,,,,,,,,"$4,360

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $3,360","Out-of-State Tuition: $11,760",Room and Board: $0,"Books & Supplies: $1,000","21,190number of undergraduates",public,Setting: city,56% Women,
Itawamba Community College,34.2357074,-88.6719605,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Fulton, MS",,,,,,,,,,,"$10,160

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $1,900","Out-of-State Tuition: $3,725","Room and Board: $2,840","Books & Supplies: $1,400","9,492number of undergraduates",public,Setting: town,64% Women,
De Anza College,34.616444,-118.203264999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Cupertino, CA",,,,,,,,,,,"$3,060

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $1,395","Out-of-State Tuition: $6,210",Room and Board: $0,"Books & Supplies: $1,665","37,760number of undergraduates",public,Setting: city,50% Women,
Le Cordon Bleu College of Culinary Arts,34.1456545,-118.1392726,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Pasadena, CA",,,,,,,,,,,"$13,242

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $12,912","Out-of-State Tuition: $12,912",Room and Board: $0,Books & Supplies: $330,"3,740number of undergraduates",private-for-profit,Setting: city,49% Women,
Tabor College,40.3680161,-86.8788857,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2009/10/30/1531913/1100938_Tabor_College.jpg,"Hillsboro, KS","For over a century, Tabor College has impacted the lives of thousands of people. Established in 1908 by those of the Mennonite Brethren and Krimmer Mennonite Brethren faiths, Tabor’s doors were first opened with 39 students and three instructors. Before the end of that school year, enrollment sky-rocketed to 104. Its 26-acre campus is located in Hillsboro, 50 miles north of Wichita.",Offers Rolling Admission,"91.2%
         
          of Applicants Admitted",400-480 SAT Reading,460-520 SAT Math,,,19-25 ACT Composite,18-25 ACT English,18-26 ACT Math,"$35,960

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $21,740","Out-of-State Tuition: $21,740","Room and Board: $8,600",Books & Supplies: $700,760number of undergraduates,private-non-profit,Setting: town,Student/Faculty ratio: 16:1,48% Women
Des Moines Area Community College,41.7073954,-93.6114627,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Ankeny, IA",,,,,,,,,,,"$17,298

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $3,990","Out-of-State Tuition: $7,980","Room and Board: $4,638","Books & Supplies: $1,316","38,624number of undergraduates",public,Setting: suburban,54% Women,
Kilgore College,32.3773876,-94.8712127999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Kilgore, TX",,,,,,,,,,,"$12,048

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $2,304","Out-of-State Tuition: $3,456","Room and Board: $2,971","Books & Supplies: $2,303","8,342number of undergraduates",public,Setting: town,62% Women,
